run_id,n_steps,overall_psnr,overall_ssim,overall_mse,wallclock_ms_per_sample
R4_nath_cascaded_diffusion,10,0.5384376436471939,0.0300838312134146,3.5364758491516115,363.9986197153728
R4_nath_cascaded_diffusion,25,3.6399356365203857,0.0594993781298398,1.7324081897735597,881.5813779830933
R4_nath_cascaded_diffusion,50,5.304234409332276,0.09880066588521,1.1835850596427917,1735.5417728424072
R4_nath_cascaded_diffusion,100,6.127875280380249,0.1316236920654773,0.9808443009853364,3449.6487816174827
